"020106210008";6;;"2021-01-03";0;"0725";2;0;0;2;1;2;204;0;0;0;250;2;6;01;6;2;1;1;1;3;5;00;5;02;10;6;3;39;"16";1;0;1;0;1;5;50;3;1;1;"-756844,685";"-1168932,813";"-756844,685";"-1168932,813";"-756844,302";"-1168928,161";"ÈeskéBudìjovice";"nám.BratøíÈapkù";"";"místníkomunikace";"";"655487";"";"Souhlasnısesmìremúseku";"Pomalı";"544256";"73342";"GN_V0.1UIR-ADR_410";"1"
"020106210009";6;;"2021-01-03";0;"1500";1;3;0;1;1;2;403;0;0;2;2400;2;3;01;1;1;1;1;1;3;3;00;4;02;10;6;3;02;"10";1;0;1;1;1;5;600;2;1;1;"-751786,979";"-1167217,256";"-751786,979";"-1167217,256";"-751791,414";"-1167217,315";"DobráVodauÈeskıchBudìjovic";"Hornická";"";"místníkomunikace";"";"652076";"";"Opaènıkesmìruúseku";"Pomalı";"535206";"77411";"GN_V0.1UIR-ADR_410";"1"
"020106210010";6;;"2021-01-04";1;"0530";2;0;0;2;1;2;204;0;0;0;710;2;5;01;6;4;1;1;1;0;0;00;3;03;00;;3;44;"19";3;1;1;0;1;5;200;3;1;1;"-740146,893";"-1192093,472";"-740146,893";"-1192093,472";"-740150,376";"-1192094,85";"HorníStropnice";"";"";"místníkomunikace";"";"940841";"";"Souhlasnısesmìremúseku";"Pomalı";"544515";"";"GN_V0.1UIR-ADR_410";"1"
"020106210011";2;156;"2021-01-04";1;"1545";3;0;4;2;1;2;508;0;0;0;500;2;1;01;1;1;1;4;3;0;0;05;1;02;00;;7;26;"16";1;0;0;0;1;3;0;3;1;1;"-756414,072";"-1166716,197";"-756414,072";"-1166716,197";"-756415,942";"-1166719,333";"ÈeskéBudìjovice";"Mánesova";"";"silnice2.tøídy";"156";"1592581";"";"Opaènıkesmìruúseku";"Pomalı";"544256";"75396";"GN_V0.1UIR-ADR_410";"1"
"020106210012";2;157;"2021-01-04";1;"1700";1;2;0;2;1;0;516;0;0;0;50;2;3;01;1;4;1;1;1;0;0;00;2;02;00;;3;44;"19";3;0;0;0;1;1;50;3;1;1;"";"";"-751687,791";"-1169186,166";"-751686,762";"-1169185,621";"Srubec";"Ledenická";"";"silnice2.tøídy";"157";"3685950";"";"Opaènıkesmìruúseku";"Pomalı";"545066";"750913";"GN_V0.1UIR-ADR_410";"1"
"020106210013";3;14324;"2021-01-06";3;"0536";3;0;4;2;1;2;204;0;0;0;250;2;6;01;5;7;1;0;0;0;0;00;3;01;00;;3;32;"05";0;0;0;0;3;1;200;2;1;1;"-768057,501";"-1164154,444";"-768057,501";"-1164154,444";"-768060,333";"-1164149,166";"";"";"";"silnice3.tøídy";"14324";"3451206";"";"Opaènıkesmìruúseku";"Pomalı";"535541";"";"GN_V0.1UIR-ADR_410";"2"
"020106210014";3;14611;"2021-01-06";3;"0850";3;0;2;2;1;2;204;0;0;0;1100;2;6;01;5;3;1;1;1;0;0;00;2;01;00;;3;35;"20";1;1;1;0;1;3;1000;2;1;1;"-751810,868";"-1167759,4";"-751810,868";"-1167759,4";"-751811,193";"-1167760,798";"DobráVodauÈeskıchBudìjovic";"Lázeòská";"";"silnice3.tøídy";"14611";"653086";"";"Opaènıkesmìruúseku";"Pomalı";"535206";"77437";"GN_V0.1UIR-ADR_410";"1"
"020106210015";3;15523;"2021-01-06";3;"0930";3;0;1;2;1;2;204;0;0;0;1700;2;8;01;5;3;1;1;1;0;0;00;1;01;00;;5;48;"20";3;1;1;0;1;1;1500;3;1;1;"-753160,917";"-1173567,095";"-753155,003";"-1173566,557";"-753155,468";"-1173566,957";"";"";"";"silnice3.tøídy";"15523";"3537408";"";"Opaènıkesmìruúseku";"Pomalı";"535681";"";"GN_V0.1UIR-ADR_410";"2"
"020106210016";1;3;"2021-01-06";3;"1300";3;0;4;2;1;2;204;0;0;0;1100;2;8;01;5;1;1;1;1;0;0;00;3;01;00;;3;02;"10";3;1;1;0;1;1;1000;4;1;1;"-759800,579";"-1175288,996";"-759800,579";"-1175288,996";"-759799,619";"-1175288,399";"";"";"";"silnice1.tøídy";"3";"3667254";"";"Souhlasnısesmìremúseku";"Pomalı";"544663";"";"GN_V0.1UIR-ADR_410";"2"
"020106210017";8;;"2021-01-06";3;"1330";3;0;3;2;1;2;204;0;0;0;1100;2;6;01;5;3;1;0;8;0;0;00;3;01;00;;5;19;"13";3;1;0;0;1;5;1000;3;1;1;"-743415,203";"-1162472,983";"-743415,203";"-1162472,983";"-743393,922";"-1162482,195";"";"";"";"místníkomunikace";"";"2547034";"";"";"Pomalı";"544779";"";"GN_V0.1UIR-ADR_410";"2"
"020106210018";1;20;"2021-01-07";4;"0728";1;1;0;2;1;0;403;0;0;0;200;2;3;01;1;2;1;1;1;3;3;00;4;02;12;1;17;;"XX";;;;;;;0;;;;"-764840,739";"-1157185,279";"-764840,739";"-1157185,279";"-764837,158";"-1157180,164";"";"";"";"silnice1.tøídy";"20";"3546998";"";"Souhlasnısesmìremúseku";"Pomalı";"535991";"";"GN_V0.1UIR-ADR_410";"2"
"020106210019";3;1545;"2021-01-07";4;"0850";1;2;0;1;1;2;204;0;0;1;1000;2;6;01;6;1;1;1;1;0;0;00;1;02;00;;3;04;"14";1;1;0;0;1;1;500;3;1;1;"-745908,986";"-1183164,023";"-745908,986";"-1183164,023";"-745912,892";"-1183162,631";"TrhovéSviny";"Branka";"";"silnice3.tøídy";"1545";"3467241";"";"Souhlasnısesmìremúseku";"Pomalı";"545171";"81183";"GN_V0.1UIR-ADR_410";"1"
